"# Channel 1"
"# Trace 1 PHASE OUTPUT#4"
Frequency, Formatted Data, Formatted Data
+6.41257862500E+008, -2.11562864072E+001, +0.00000000000E+000
+6.43132856250E+008, -2.11689958270E+001, +0.00000000000E+000
+6.45007850000E+008, -2.11946628897E+001, +0.00000000000E+000
+6.46882843750E+008, -2.12017732449E+001, +0.00000000000E+000
+6.48757837500E+008, -2.12217450504E+001, +0.00000000000E+000
+6.50632831250E+008, -2.12589781851E+001, +0.00000000000E+000
+6.52507825000E+008, -2.13280302667E+001, +0.00000000000E+000
+6.54382818750E+008, -2.14239986329E+001, +0.00000000000E+000
+6.56257812500E+008, -2.14751049311E+001, +0.00000000000E+000
+6.58132806250E+008, -2.15386753535E+001, +0.00000000000E+000
+6.60007800000E+008, -2.16179933430E+001, +0.00000000000E+000
+6.61882793750E+008, -2.17243244781E+001, +0.00000000000E+000
+6.63757787500E+008, -2.18138440609E+001, +0.00000000000E+000
+6.65632781250E+008, -2.18665698778E+001, +0.00000000000E+000
+6.67507775000E+008, -2.19155000207E+001, +0.00000000000E+000
+6.69382768750E+008, -2.19524231760E+001, +0.00000000000E+000
+6.71257762500E+008, -2.19701095915E+001, +0.00000000000E+000
+6.73132756250E+008, -2.20226805519E+001, +0.00000000000E+000
+6.75007750000E+008, -2.20183748185E+001, +0.00000000000E+000
+6.76882743750E+008, -2.20241819105E+001, +0.00000000000E+000
+6.78757737500E+008, -2.20616867109E+001, +0.00000000000E+000
+6.80632731250E+008, -2.20567703344E+001, +0.00000000000E+000
+6.82507725000E+008, -2.20652591240E+001, +0.00000000000E+000
+6.84382718750E+008, -2.21291139183E+001, +0.00000000000E+000
+6.86257712500E+008, -2.21660484138E+001, +0.00000000000E+000
+6.88132706250E+008, -2.22071802536E+001, +0.00000000000E+000
+6.90007700000E+008, -2.22121752690E+001, +0.00000000000E+000
+6.91882693750E+008, -2.22790376617E+001, +0.00000000000E+000
+6.93757687500E+008, -2.23052195903E+001, +0.00000000000E+000
+6.95632681250E+008, -2.23423515087E+001, +0.00000000000E+000
+6.97507675000E+008, -2.23883633833E+001, +0.00000000000E+000
+6.99382668750E+008, -2.24175144691E+001, +0.00000000000E+000
+7.01257662500E+008, -2.24123685488E+001, +0.00000000000E+000
+7.03132656250E+008, -2.23976900515E+001, +0.00000000000E+000
+7.05007650000E+008, -2.24135954757E+001, +0.00000000000E+000
+7.06882643750E+008, -2.24191889554E+001, +0.00000000000E+000
+7.08757637500E+008, -2.24316217249E+001, +0.00000000000E+000
+7.10632631250E+008, -2.24291909650E+001, +0.00000000000E+000
+7.12507625000E+008, -2.24393808795E+001, +0.00000000000E+000
+7.14382618750E+008, -2.24333981936E+001, +0.00000000000E+000
+7.16257612500E+008, -2.24104575923E+001, +0.00000000000E+000
+7.18132606250E+008, -2.24241369078E+001, +0.00000000000E+000
+7.20007600000E+008, -2.24536063500E+001, +0.00000000000E+000
+7.21882593750E+008, -2.24561893822E+001, +0.00000000000E+000
+7.23757587500E+008, -2.24488453746E+001, +0.00000000000E+000
+7.25632581250E+008, -2.24400557958E+001, +0.00000000000E+000
+7.27507575000E+008, -2.24431540795E+001, +0.00000000000E+000
+7.29382568750E+008, -2.24651856473E+001, +0.00000000000E+000
+7.31257562500E+008, -2.24965529027E+001, +0.00000000000E+000
+7.33132556250E+008, -2.25371732862E+001, +0.00000000000E+000
+7.35007550000E+008, -2.26248994617E+001, +0.00000000000E+000
+7.36882543750E+008, -2.26456103473E+001, +0.00000000000E+000
+7.38757537500E+008, -2.27156545253E+001, +0.00000000000E+000
+7.40632531250E+008, -2.27750190891E+001, +0.00000000000E+000
+7.42507525000E+008, -2.28514568186E+001, +0.00000000000E+000
+7.44382518750E+008, -2.29105692396E+001, +0.00000000000E+000
+7.46257512500E+008, -2.29497175709E+001, +0.00000000000E+000
+7.48132506250E+008, -2.29967287531E+001, +0.00000000000E+000
+7.50007500000E+008, -2.30056325099E+001, +0.00000000000E+000
+7.51882493750E+008, -2.30025038803E+001, +0.00000000000E+000
+7.53757487500E+008, -2.29995387098E+001, +0.00000000000E+000
+7.55632481250E+008, -2.30350658782E+001, +0.00000000000E+000
+7.57507475000E+008, -2.30151646977E+001, +0.00000000000E+000
+7.59382468750E+008, -2.30314375013E+001, +0.00000000000E+000
+7.61257462500E+008, -2.31017698073E+001, +0.00000000000E+000
+7.63132456250E+008, -2.31374838236E+001, +0.00000000000E+000
+7.65007450000E+008, -2.32244911996E+001, +0.00000000000E+000
+7.66882443750E+008, -2.33473426405E+001, +0.00000000000E+000
+7.68757437500E+008, -2.34277798614E+001, +0.00000000000E+000
+7.70632431250E+008, -2.35205536813E+001, +0.00000000000E+000
+7.72507425000E+008, -2.36119729418E+001, +0.00000000000E+000
+7.74382418750E+008, -2.36883342030E+001, +0.00000000000E+000
+7.76257412500E+008, -2.37299436913E+001, +0.00000000000E+000
