"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+1.14008575000E+009, -8.34557598382E+000, +0.00000000000E+000
+1.14508568750E+009, -8.52571333775E+000, +0.00000000000E+000
+1.15008562500E+009, -8.00170346497E+000, +0.00000000000E+000
+1.15508556250E+009, -7.49881566312E+000, +0.00000000000E+000
+1.16008550000E+009, -7.59166287114E+000, +0.00000000000E+000
+1.16508543750E+009, -8.23846340249E+000, +0.00000000000E+000
+1.17008537500E+009, -8.65585630068E+000, +0.00000000000E+000
+1.17508531250E+009, -8.36305047040E+000, +0.00000000000E+000
+1.18008525000E+009, -7.82380900017E+000, +0.00000000000E+000
+1.18508518750E+009, -7.47350102707E+000, +0.00000000000E+000
+1.19008512500E+009, -7.92228533153E+000, +0.00000000000E+000
+1.19508506250E+009, -8.66537678419E+000, +0.00000000000E+000
+1.20008500000E+009, -8.84639277208E+000, +0.00000000000E+000
+1.20508493750E+009, -8.07354251411E+000, +0.00000000000E+000
+1.21008487500E+009, -7.74652998957E+000, +0.00000000000E+000
+1.21508481250E+009, -8.00474354188E+000, +0.00000000000E+000
+1.22008475000E+009, -8.61988641621E+000, +0.00000000000E+000
+1.22508468750E+009, -9.03299433573E+000, +0.00000000000E+000
+1.23008462500E+009, -8.57333942454E+000, +0.00000000000E+000
+1.23508456250E+009, -7.78103380062E+000, +0.00000000000E+000
+1.24008450000E+009, -7.90754440102E+000, +0.00000000000E+000
+1.24508443750E+009, -8.48209460680E+000, +0.00000000000E+000
+1.25008437500E+009, -9.23547319796E+000, +0.00000000000E+000
+1.25508431250E+009, -8.71116795759E+000, +0.00000000000E+000
+1.26008425000E+009, -8.08907517370E+000, +0.00000000000E+000
+1.26508418750E+009, -8.04813243832E+000, +0.00000000000E+000
+1.27008412500E+009, -8.44870549365E+000, +0.00000000000E+000
+1.27508406250E+009, -9.00745856486E+000, +0.00000000000E+000
+1.28008400000E+009, -9.02928359827E+000, +0.00000000000E+000
+1.28508393750E+009, -8.53268392117E+000, +0.00000000000E+000
+1.29008387500E+009, -8.06842337018E+000, +0.00000000000E+000
+1.29508381250E+009, -8.16583348738E+000, +0.00000000000E+000
+1.30008375000E+009, -8.73356966882E+000, +0.00000000000E+000
+1.30508368750E+009, -9.37662599636E+000, +0.00000000000E+000
+1.31008362500E+009, -9.04191674623E+000, +0.00000000000E+000
+1.31508356250E+009, -8.21409138552E+000, +0.00000000000E+000
+1.32008350000E+009, -8.06594633381E+000, +0.00000000000E+000
+1.32508343750E+009, -8.67541422925E+000, +0.00000000000E+000
+1.33008337500E+009, -9.36780448563E+000, +0.00000000000E+000
+1.33508331250E+009, -9.13007082255E+000, +0.00000000000E+000
+1.34008325000E+009, -8.40381045767E+000, +0.00000000000E+000
+1.34508318750E+009, -8.20635623512E+000, +0.00000000000E+000
+1.35008312500E+009, -8.64925020257E+000, +0.00000000000E+000
+1.35508306250E+009, -9.34116489566E+000, +0.00000000000E+000
+1.36008300000E+009, -9.38932324007E+000, +0.00000000000E+000
+1.36508293750E+009, -8.73023027630E+000, +0.00000000000E+000
+1.37008287500E+009, -8.37270657390E+000, +0.00000000000E+000
+1.37508281250E+009, -8.61854766709E+000, +0.00000000000E+000
+1.38008275000E+009, -9.09482000525E+000, +0.00000000000E+000
+1.38508268750E+009, -9.71389129882E+000, +0.00000000000E+000
+1.39008262500E+009, -9.50171926889E+000, +0.00000000000E+000
+1.39508256250E+009, -8.78065908577E+000, +0.00000000000E+000
+1.40008250000E+009, -8.48534004063E+000, +0.00000000000E+000
+1.40508243750E+009, -8.82728809248E+000, +0.00000000000E+000
+1.41008237500E+009, -9.67761971538E+000, +0.00000000000E+000
+1.41508231250E+009, -9.74304956042E+000, +0.00000000000E+000
+1.42008225000E+009, -8.97003269095E+000, +0.00000000000E+000
+1.42508218750E+009, -8.51120061523E+000, +0.00000000000E+000
+1.43008212500E+009, -8.85779732209E+000, +0.00000000000E+000
+1.43508206250E+009, -9.72246908262E+000, +0.00000000000E+000
+1.44008200000E+009, -9.87486857408E+000, +0.00000000000E+000
+1.44508193750E+009, -9.05026479146E+000, +0.00000000000E+000
+1.45008187500E+009, -8.52781101774E+000, +0.00000000000E+000
+1.45508181250E+009, -8.67105906675E+000, +0.00000000000E+000
+1.46008175000E+009, -9.39999281106E+000, +0.00000000000E+000
+1.46508168750E+009, -9.78368851522E+000, +0.00000000000E+000
+1.47008162500E+009, -9.40885800343E+000, +0.00000000000E+000
+1.47508156250E+009, -8.79706629540E+000, +0.00000000000E+000
+1.48008150000E+009, -8.83212516276E+000, +0.00000000000E+000
+1.48508143750E+009, -9.16464635704E+000, +0.00000000000E+000
+1.49008137500E+009, -8.99657717048E+000, +0.00000000000E+000
+1.49508131250E+009, -9.80065782497E+000, +0.00000000000E+000
+1.50008125000E+009, -8.90783475449E+000, +0.00000000000E+000
+1.50508118750E+009, -8.45722510762E+000, +0.00000000000E+000
+1.51008112500E+009, -8.99808871886E+000, +0.00000000000E+000
+1.51508106250E+009, -1.00702143759E+001, +0.00000000000E+000
+1.52008100000E+009, -1.01675037250E+001, +0.00000000000E+000
+1.52508093750E+009, -9.38685029354E+000, +0.00000000000E+000
+1.53008087500E+009, -8.73117034353E+000, +0.00000000000E+000
+1.53508081250E+009, -8.82037243197E+000, +0.00000000000E+000
+1.54008075000E+009, -9.84192007825E+000, +0.00000000000E+000
+1.54508068750E+009, -1.02163950143E+001, +0.00000000000E+000
+1.55008062500E+009, -9.68068878400E+000, +0.00000000000E+000
+1.55508056250E+009, -8.81818410861E+000, +0.00000000000E+000
+1.56008050000E+009, -8.79920996244E+000, +0.00000000000E+000
+1.56508043750E+009, -9.68678908574E+000, +0.00000000000E+000
+1.57008037500E+009, -1.04037796564E+001, +0.00000000000E+000
+1.57508031250E+009, -1.00419837386E+001, +0.00000000000E+000
+1.58008025000E+009, -9.31526941961E+000, +0.00000000000E+000
+1.58508018750E+009, -9.00872184670E+000, +0.00000000000E+000
+1.59008012500E+009, -9.35131185614E+000, +0.00000000000E+000
+1.59508006250E+009, -9.93835145536E+000, +0.00000000000E+000
+1.60008000000E+009, -1.05697094074E+001, +0.00000000000E+000
+1.60507993750E+009, -9.56425953730E+000, +0.00000000000E+000
+1.61007987500E+009, -8.80058312288E+000, +0.00000000000E+000
+1.61507981250E+009, -9.01339310039E+000, +0.00000000000E+000
+1.62007975000E+009, -1.00429994075E+001, +0.00000000000E+000
+1.62507968750E+009, -1.06573929496E+001, +0.00000000000E+000
+1.63007962500E+009, -9.71401031831E+000, +0.00000000000E+000
+1.63507956250E+009, -8.96945303576E+000, +0.00000000000E+000
+1.64007950000E+009, -8.79349864896E+000, +0.00000000000E+000
+1.64507943750E+009, -9.71659641148E+000, +0.00000000000E+000
+1.65007937500E+009, -1.08054502844E+001, +0.00000000000E+000
+1.65507931250E+009, -1.02958064094E+001, +0.00000000000E+000
+1.66007925000E+009, -9.19869070344E+000, +0.00000000000E+000
+1.66507918750E+009, -9.02990235205E+000, +0.00000000000E+000
+1.67007912500E+009, -9.65362306326E+000, +0.00000000000E+000
+1.67507906250E+009, -1.04159217524E+001, +0.00000000000E+000
+1.68007900000E+009, -1.07643197316E+001, +0.00000000000E+000
+1.68507893750E+009, -1.00374896512E+001, +0.00000000000E+000
+1.69007887500E+009, -9.11440465771E+000, +0.00000000000E+000
+1.69507881250E+009, -9.04408450326E+000, +0.00000000000E+000
+1.70007875000E+009, -1.00191837198E+001, +0.00000000000E+000
+1.70507868750E+009, -1.13150570989E+001, +0.00000000000E+000
+1.71007862500E+009, -1.03205363312E+001, +0.00000000000E+000
+1.71507856250E+009, -9.20047242063E+000, +0.00000000000E+000
+1.72007850000E+009, -9.13542754200E+000, +0.00000000000E+000
+1.72507843750E+009, -9.98906300153E+000, +0.00000000000E+000
+1.73007837500E+009, -1.12756034799E+001, +0.00000000000E+000
+1.73507831250E+009, -1.09360372905E+001, +0.00000000000E+000
+1.74007825000E+009, -9.34940717987E+000, +0.00000000000E+000
+1.74507818750E+009, -8.72766034605E+000, +0.00000000000E+000
+1.75007812500E+009, -9.88539944953E+000, +0.00000000000E+000
+1.75507806250E+009, -1.14661664513E+001, +0.00000000000E+000
+1.76007800000E+009, -1.10398106767E+001, +0.00000000000E+000
+1.76507793750E+009, -9.85448301666E+000, +0.00000000000E+000
+1.77007787500E+009, -9.22673929105E+000, +0.00000000000E+000
